Einkommen,Einfache Steuer Alleinstehende,EAinProzent,Einfache Steuer gemeinsam Steuerpflichtige,EgSinProzent
189’900,15’475.60,8.1493%,13’111.70,6.9045%
190’000,15’485.00,8.1500%,13’123.20,6.9069%
190’100,15’494.40,8.1507%,13’130.10,6.9069%
190’200,15’503.80,8.1513%,13’141.60,6.9094%
190’300,15’513.20,8.1520%,13’148.50,6.9094%
190’400,15’522.60,8.1526%,13’160.00,6.9118%
190’500,15’532.00,8.1533%,13’166.90,6.9118%
190’600,15’541.40,8.1539%,13’178.40,6.9142%
190’700,15’550.80,8.1546%,13’185.30,6.9142%
190’800,15’560.20,8.1552%,13’196.80,6.9166%
190’900,15’569.60,8.1559%,13’203.70,6.9166%
191’000,15’579.00,8.1565%,13’215.20,6.9190%
191’100,15’588.40,8.1572%,13’222.10,6.9190%
191’200,15’597.80,8.1578%,13’233.60,6.9213%
191’300,15’607.20,8.1585%,13’240.50,6.9213%
191’400,15’616.60,8.1591%,13’252.00,6.9237%
191’500,15’626.00,8.1598%,13’258.90,6.9237%
191’600,15’635.40,8.1604%,13’270.40,6.9261%
191’700,15’644.80,8.1611%,13’277.35,6.9261%
191’800,15’654.20,8.1617%,13’288.80,6.9285%
191’900,15’663.60,8.1624%,13’295.75,6.9285%
192’000,15’673.00,8.1630%,13’307.20,6.9308%
192’100,15’682.40,8.1637%,13’314.15,6.9308%
192’200,15’691.80,8.1643%,13’325.60,6.9332%
192’300,15’701.20,8.1650%,13’332.55,6.9332%
192’400,15’710.60,8.1656%,13’344.00,6.9356%
192’500,15’720.00,8.1662%,13’350.95,6.9356%
192’600,15’729.40,8.1669%,13’362.40,6.9379%
192’700,15’738.80,8.1675%,13’369.35,6.9379%
192’800,15’748.20,8.1682%,13’380.80,6.9402%
192’900,15’757.60,8.1688%,13’387.75,6.9402%
193’000,15’767.00,8.1694%,13’399.20,6.9426%
193’100,15’776.40,8.1701%,13’406.15,6.9426%
193’200,15’785.80,8.1707%,13’417.60,6.9449%
193’300,15’795.20,8.1713%,13’424.55,6.9449%
193’400,15’804.60,8.1720%,13’436.00,6.9473%
193’500,15’814.00,8.1726%,13’442.95,6.9473%
193’600,15’823.40,8.1732%,13’454.40,6.9496%
193’700,15’832.80,8.1739%,13’461.35,6.9496%
193’800,15’842.20,8.1745%,13’472.80,6.9519%
193’900,15’851.60,8.1751%,13’479.75,6.9519%
194’000,15’861.00,8.1758%,13’491.20,6.9542%
194’100,15’870.40,8.1764%,13’498.15,6.9542%
194’200,15’879.80,8.1770%,13’509.60,6.9565%
194’300,15’889.20,8.1777%,13’516.55,6.9565%
194’400,15’898.60,8.1783%,13’528.00,6.9588%
194’500,15’908.00,8.1789%,13’534.95,6.9588%
194’600,15’917.40,8.1795%,13’546.40,6.9612%
194’700,15’926.80,8.1802%,13’553.35,6.9612%
194’800,15’936.20,8.1808%,13’564.80,6.9634%
194’900,15’945.60,8.1814%,13’571.75,6.9634%
195’000,15’955.00,8.1821%,13’583.20,6.9657%
195’100,15’964.40,8.1827%,13’590.15,6.9657%
195’200,15’973.80,8.1833%,13’601.60,6.9680%
195’300,15’983.20,8.1839%,13’608.55,6.9680%
195’400,15’992.60,8.1845%,13’620.00,6.9703%
195’500,16’002.00,8.1852%,13’626.95,6.9703%
195’600,16’011.40,8.1858%,13’638.40,6.9726%
195’700,16’020.80,8.1864%,13’645.35,6.9726%
195’800,16’030.20,8.1870%,13’656.80,6.9749%
195’900,16’039.60,8.1876%,13’663.75,6.9749%
196’000,16’049.00,8.1883%,13’675.20,6.9771%
196’100,16’058.40,8.1889%,13’682.20,6.9771%
196’200,16’067.80,8.1895%,13’693.60,6.9794%
196’300,16’077.20,8.1901%,13’700.60,6.9794%
196’400,16’086.60,8.1907%,13’712.00,6.9817%
196’500,16’096.00,8.1913%,13’719.00,6.9817%
196’600,16’105.40,8.1920%,13’730.40,6.9839%
196’700,16’114.80,8.1926%,13’737.40,6.9839%
196’800,16’124.20,8.1932%,13’749.20,6.9864%
196’900,16’133.60,8.1938%,13’756.20,6.9864%
197’000,16’143.00,8.1944%,13’768.00,6.9888%
197’100,16’152.40,8.1950%,13’775.00,6.9888%
197’200,16’161.80,8.1956%,13’786.80,6.9913%
197’300,16’171.20,8.1962%,13’793.80,6.9913%
197’400,16’180.60,8.1969%,13’805.60,6.9937%
197’500,16’190.00,8.1975%,13’812.60,6.9937%
197’600,16’199.40,8.1981%,13’824.40,6.9962%
197’700,16’208.80,8.1987%,13’831.40,6.9962%
197’800,16’218.20,8.1993%,13’843.20,6.9986%
197’900,16’227.60,8.1999%,13’850.20,6.9986%
198’000,16’237.00,8.2005%,13’862.00,7.0010%
198’100,16’246.40,8.2011%,13’869.00,7.0010%
198’200,16’255.80,8.2017%,13’880.80,7.0034%
198’300,16’265.20,8.2023%,13’887.80,7.0034%
198’400,16’274.60,8.2029%,13’899.60,7.0058%
198’500,16’284.00,8.2035%,13’906.60,7.0058%
198’600,16’293.40,8.2041%,13’918.40,7.0083%
198’700,16’302.80,8.2047%,13’925.40,7.0083%
198’800,16’312.20,8.2053%,13’937.20,7.0107%
198’900,16’321.60,8.2059%,13’944.20,7.0107%
199’000,16’331.00,8.2065%,13’956.00,7.0131%
199’100,16’340.40,8.2071%,13’963.00,7.0131%
199’200,16’349.80,8.2077%,13’974.80,7.0155%
199’300,16’359.20,8.2083%,13’981.80,7.0155%
199’400,16’368.60,8.2089%,13’993.60,7.0179%
199’500,16’378.00,8.2095%,14’000.60,7.0179%
199’600,16’387.40,8.2101%,14’012.40,7.0202%
199’700,16’396.80,8.2107%,14’019.40,7.0202%
199’800,16’406.20,8.2113%,14’031.20,7.0226%
199’900,16’415.60,8.2119%,14’038.20,7.0226%
200’000,16’425.00,8.2125%,14’050.00,7.0250%
200’100,16’434.40,8.2131%,14’057.05,7.0250%
200’200,16’443.80,8.2137%,14’068.80,7.0274%
200’300,16’453.20,8.2143%,14’075.85,7.0274%
200’400,16’462.60,8.2149%,14’087.60,7.0297%
200’500,16’472.00,8.2155%,14’094.65,7.0297%
200’600,16’481.40,8.2161%,14’106.40,7.0321%
200’700,16’490.80,8.2166%,14’113.45,7.0321%
200’800,16’500.20,8.2172%,14’125.20,7.0345%
200’900,16’509.60,8.2178%,14’132.25,7.0345%
201’000,16’519.00,8.2184%,14’144.00,7.0368%
201’100,16’528.40,8.2190%,14’151.05,7.0368%
201’200,16’537.80,8.2196%,14’162.80,7.0392%
201’300,16’547.20,8.2202%,14’169.85,7.0392%
201’400,16’556.60,8.2208%,14’181.60,7.0415%
201’500,16’566.00,8.2213%,14’188.65,7.0415%
201’600,16’575.40,8.2219%,14’200.40,7.0438%
201’700,16’584.80,8.2225%,14’207.45,7.0438%
201’800,16’594.20,8.2231%,14’219.20,7.0462%
201’900,16’603.60,8.2237%,14’226.25,7.0462%
202’000,16’613.00,8.2243%,14’238.00,7.0485%
202’100,16’622.40,8.2248%,14’245.05,7.0485%
202’200,16’631.80,8.2254%,14’256.80,7.0508%
202’300,16’641.20,8.2260%,14’263.85,7.0508%
202’400,16’650.60,8.2266%,14’275.60,7.0532%
202’500,16’660.00,8.2272%,14’282.65,7.0532%
202’600,16’669.40,8.2277%,14’294.40,7.0555%
202’700,16’678.80,8.2283%,14’301.45,7.0555%
202’800,16’688.20,8.2289%,14’313.20,7.0578%
202’900,16’697.60,8.2295%,14’320.25,7.0578%
203’000,16’707.00,8.2300%,14’332.00,7.0601%
203’100,16’716.40,8.2306%,14’339.05,7.0601%
203’200,16’725.80,8.2312%,14’350.80,7.0624%
203’300,16’735.20,8.2318%,14’357.85,7.0624%
203’400,16’744.60,8.2324%,14’369.60,7.0647%
203’500,16’754.00,8.2329%,14’376.65,7.0647%
203’600,16’763.40,8.2335%,14’388.40,7.0670%
203’700,16’772.80,8.2341%,14’395.45,7.0670%
203’800,16’782.20,8.2346%,14’407.20,7.0693%
203’900,16’791.60,8.2352%,14’414.25,7.0693%
204’000,16’801.00,8.2358%,14’426.00,7.0716%
204’100,16’810.40,8.2364%,14’433.05,7.0716%
204’200,16’819.80,8.2369%,14’444.80,7.0738%
204’300,16’829.20,8.2375%,14’451.85,7.0738%
204’400,16’838.60,8.2381%,14’463.60,7.0761%
204’500,16’848.00,8.2386%,14’470.70,7.0761%
204’600,16’857.40,8.2392%,14’482.40,7.0784%
204’700,16’866.80,8.2398%,14’489.50,7.0784%
204’800,16’876.20,8.2403%,14’501.20,7.0807%
204’900,16’885.60,8.2409%,14’508.30,7.0807%
205’000,16’895.00,8.2415%,14’520.00,7.0829%
205’100,16’904.40,8.2420%,14’527.10,7.0829%
205’200,16’913.80,8.2426%,14’538.80,7.0852%
205’300,16’923.20,8.2432%,14’545.90,7.0852%
205’400,16’932.60,8.2437%,14’557.60,7.0874%
205’500,16’942.00,8.2443%,14’564.70,7.0874%
205’600,16’951.40,8.2448%,14’576.40,7.0897%
205’700,16’960.80,8.2454%,14’583.50,7.0897%
205’800,16’970.20,8.2460%,14’595.20,7.0919%
205’900,16’979.60,8.2465%,14’602.30,7.0919%
206’000,16’989.00,8.2471%,14’614.00,7.0942%
206’100,16’998.40,8.2476%,14’621.10,7.0942%
206’200,17’007.80,8.2482%,14’632.80,7.0964%
206’300,17’017.20,8.2488%,14’639.90,7.0964%
206’400,17’026.60,8.2493%,14’651.60,7.0986%
206’500,17’036.00,8.2499%,14’658.70,7.0986%
206’600,17’045.40,8.2504%,14’670.40,7.1009%
206’700,17’054.80,8.2510%,14’677.50,7.1009%
206’800,17’064.20,8.2515%,14’689.20,7.1031%
206’900,17’073.60,8.2521%,14’696.30,7.1031%
207’000,17’083.00,8.2527%,14’708.00,7.1053%
207’100,17’092.40,8.2532%,14’715.10,7.1053%
207’200,17’101.80,8.2538%,14’726.80,7.1075%
207’300,17’111.20,8.2543%,14’733.90,7.1075%
207’400,17’120.60,8.2549%,14’745.60,7.1097%
207’500,17’130.00,8.2554%,14’752.70,7.1097%
207’600,17’139.40,8.2560%,14’764.40,7.1119%
207’700,17’148.80,8.2565%,14’771.50,7.1119%
207’800,17’158.20,8.2571%,14’783.20,7.1141%
207’900,17’167.60,8.2576%,14’790.30,7.1141%
208’000,17’177.00,8.2582%,14’802.00,7.1163%
208’100,17’186.40,8.2587%,14’809.10,7.1163%
208’200,17’195.80,8.2593%,14’820.80,7.1185%
208’300,17’205.20,8.2598%,14’827.90,7.1185%
208’400,17’214.60,8.2604%,14’839.60,7.1207%
208’500,17’224.00,8.2609%,14’846.70,7.1207%
208’600,17’233.40,8.2615%,14’858.40,7.1229%
208’700,17’242.80,8.2620%,14’865.50,7.1229%
208’800,17’252.20,8.2625%,14’877.20,7.1251%
208’900,17’261.60,8.2631%,14’884.35,7.1251%
209’000,17’271.00,8.2636%,14’896.00,7.1273%
209’100,17’280.40,8.2642%,14’903.15,7.1273%
209’200,17’289.80,8.2647%,14’914.80,7.1294%
209’300,17’299.20,8.2653%,14’921.95,7.1294%
209’400,17’308.60,8.2658%,14’933.60,7.1316%
209’500,17’318.00,8.2663%,14’940.75,7.1316%
209’600,17’327.40,8.2669%,14’952.40,7.1338%
209’700,17’336.80,8.2674%,14’959.55,7.1338%
209’800,17’346.20,8.2680%,14’971.20,7.1359%
209’900,17’355.60,8.2685%,14’978.35,7.1359%
210’000,17’365.00,8.2690%,14’990.00,7.1381%
210’100,17’374.40,8.2696%,14’997.15,7.1381%
210’200,17’383.80,8.2701%,15’008.80,7.1402%
210’300,17’393.20,8.2707%,15’015.95,7.1402%
210’400,17’402.60,8.2712%,15’027.60,7.1424%
210’500,17’412.00,8.2717%,15’034.75,7.1424%
210’600,17’421.40,8.2723%,15’046.40,7.1445%
210’700,17’430.80,8.2728%,15’053.55,7.1445%
210’800,17’440.20,8.2733%,15’065.20,7.1467%
210’900,17’449.60,8.2739%,15’072.35,7.1467%
211’000,17’459.00,8.2744%,15’084.00,7.1488%
211’100,17’468.40,8.2749%,15’091.15,7.1488%
211’200,17’477.80,8.2755%,15’102.80,7.1509%
211’300,17’487.20,8.2760%,15’109.95,7.1509%
211’400,17’496.60,8.2765%,15’121.60,7.1531%
211’500,17’506.00,8.2771%,15’128.75,7.1531%
211’600,17’515.40,8.2776%,15’140.40,7.1552%
211’700,17’524.80,8.2781%,15’147.55,7.1552%
211’800,17’534.20,8.2787%,15’159.20,7.1573%
211’900,17’543.60,8.2792%,15’166.35,7.1573%
212’000,17’553.00,8.2797%,15’178.00,7.1594%
212’100,17’562.40,8.2802%,15’185.15,7.1594%
212’200,17’571.80,8.2808%,15’196.80,7.1615%
212’300,17’581.20,8.2813%,15’203.95,7.1615%
212’400,17’590.60,8.2818%,15’215.60,7.1637%
212’500,17’600.00,8.2824%,15’222.75,7.1637%
212’600,17’609.40,8.2829%,15’234.40,7.1658%
212’700,17’618.80,8.2834%,15’241.55,7.1658%
212’800,17’628.20,8.2839%,15’253.20,7.1679%
212’900,17’637.60,8.2845%,15’260.35,7.1679%
213’000,17’647.00,8.2850%,15’272.00,7.1700%
213’100,17’656.40,8.2855%,15’279.15,7.1700%
213’200,17’665.80,8.2860%,15’290.80,7.1720%
213’300,17’675.20,8.2865%,15’297.95,7.1720%
213’400,17’684.60,8.2871%,15’309.60,7.1741%
213’500,17’694.00,8.2876%,15’316.75,7.1741%
213’600,17’703.40,8.2881%,15’328.40,7.1762%
213’700,17’712.80,8.2886%,15’335.60,7.1762%
213’800,17’722.20,8.2891%,15’347.20,7.1783%
213’900,17’731.60,8.2897%,15’354.40,7.1783%
214’000,17’741.00,8.2902%,15’366.00,7.1804%
214’100,17’750.40,8.2907%,15’373.20,7.1804%
214’200,17’759.80,8.2912%,15’384.80,7.1824%
214’300,17’769.20,8.2917%,15’392.00,7.1824%
214’400,17’778.60,8.2923%,15’403.60,7.1845%
214’500,17’788.00,8.2928%,15’410.80,7.1845%
214’600,17’797.40,8.2933%,15’422.40,7.1866%
214’700,17’806.80,8.2938%,15’429.60,7.1866%
214’800,17’816.20,8.2943%,15’441.20,7.1886%
214’900,17’825.60,8.2948%,15’448.40,7.1886%
215’000,17’835.00,8.2953%,15’460.00,7.1907%
215’100,17’844.40,8.2959%,15’467.20,7.1907%
215’200,17’853.80,8.2964%,15’478.80,7.1928%
215’300,17’863.20,8.2969%,15’486.00,7.1928%
215’400,17’872.60,8.2974%,15’497.60,7.1948%
215’500,17’882.00,8.2979%,15’504.80,7.1948%
215’600,17’891.40,8.2984%,15’516.40,7.1968%
215’700,17’900.80,8.2989%,15’523.60,7.1968%
215’800,17’910.20,8.2994%,15’535.20,7.1989%
215’900,17’919.60,8.3000%,15’542.40,7.1989%
216’000,17’929.00,8.3005%,15’554.00,7.2009%
216’100,17’938.40,8.3010%,15’561.20,7.2009%
216’200,17’947.80,8.3015%,15’572.80,7.2030%
216’300,17’957.20,8.3020%,15’580.00,7.2030%
216’400,17’966.60,8.3025%,15’591.60,7.2050%
216’500,17’976.00,8.3030%,15’598.80,7.2050%
216’600,17’985.40,8.3035%,15’610.40,7.2070%
216’700,17’994.80,8.3040%,15’617.60,7.2070%
216’800,18’004.20,8.3045%,15’629.20,7.2090%
216’900,18’013.60,8.3050%,15’636.40,7.2090%
217’000,18’023.00,8.3055%,15’648.00,7.2111%
217’100,18’032.40,8.3060%,15’655.20,7.2111%
217’200,18’041.80,8.3065%,15’666.80,7.2131%
217’300,18’051.20,8.3070%,15’674.00,7.2131%
217’400,18’060.60,8.3075%,15’685.60,7.2151%
217’500,18’070.00,8.3080%,15’692.80,7.2151%
217’600,18’079.40,8.3085%,15’704.40,7.2171%
217’700,18’088.80,8.3090%,15’711.60,7.2171%
217’800,18’098.20,8.3096%,15’723.20,7.2191%
217’900,18’107.60,8.3101%,15’730.40,7.2191%
218’000,18’117.00,8.3106%,15’742.00,7.2211%
218’100,18’126.40,8.3110%,15’749.20,7.2211%
218’200,18’135.80,8.3115%,15’760.80,7.2231%
218’300,18’145.20,8.3120%,15’768.00,7.2231%
218’400,18’154.60,8.3125%,15’779.60,7.2251%
218’500,18’164.00,8.3130%,15’786.85,7.2251%
218’600,18’173.40,8.3135%,15’798.40,7.2271%
218’700,18’182.80,8.3140%,15’805.65,7.2271%
218’800,18’192.20,8.3145%,15’817.20,7.2291%
218’900,18’201.60,8.3150%,15’824.45,7.2291%
219’000,18’211.00,8.3155%,15’836.00,7.2311%
219’100,18’220.40,8.3160%,15’843.25,7.2311%
219’200,18’229.80,8.3165%,15’854.80,7.2330%
219’300,18’239.20,8.3170%,15’862.05,7.2330%
219’400,18’248.60,8.3175%,15’873.60,7.2350%
219’500,18’258.00,8.3180%,15’880.85,7.2350%
219’600,18’267.40,8.3185%,15’892.40,7.2370%
219’700,18’276.80,8.3190%,15’899.65,7.2370%
219’800,18’286.20,8.3195%,15’911.20,7.2389%
219’900,18’295.60,8.3200%,15’918.45,7.2389%
220’000,18’305.00,8.3205%,15’930.00,7.2409%
220’100,18’314.40,8.3209%,15’937.25,7.2409%
220’200,18’323.80,8.3214%,15’948.80,7.2429%
220’300,18’333.20,8.3219%,15’956.05,7.2429%
220’400,18’342.60,8.3224%,15’967.60,7.2448%
220’500,18’352.00,8.3229%,15’974.85,7.2448%
220’600,18’361.40,8.3234%,15’986.40,7.2468%
220’700,18’370.80,8.3239%,15’993.65,7.2468%
220’800,18’380.20,8.3244%,16’005.20,7.2487%
220’900,18’389.60,8.3249%,16’012.45,7.2487%
221’000,18’399.00,8.3253%,16’024.00,7.2507%
221’100,18’408.40,8.3258%,16’031.25,7.2507%
221’200,18’417.80,8.3263%,16’042.80,7.2526%
221’300,18’427.20,8.3268%,16’050.05,7.2526%
221’400,18’436.60,8.3273%,16’061.60,7.2546%
221’500,18’446.00,8.3278%,16’068.85,7.2546%
221’600,18’455.40,8.3282%,16’080.40,7.2565%
221’700,18’464.80,8.3287%,16’087.65,7.2565%
221’800,18’474.20,8.3292%,16’099.20,7.2584%
221’900,18’483.60,8.3297%,16’106.45,7.2584%
222’000,18’493.00,8.3302%,16’118.00,7.2604%
222’100,18’502.40,8.3307%,16’125.25,7.2604%
222’200,18’511.80,8.3311%,16’136.80,7.2623%
222’300,18’521.20,8.3316%,16’144.05,7.2623%
222’400,18’530.60,8.3321%,16’155.60,7.2642%
222’500,18’540.00,8.3326%,16’162.85,7.2642%
222’600,18’549.40,8.3331%,16’174.40,7.2661%
222’700,18’558.80,8.3335%,16’181.65,7.2661%
222’800,18’568.20,8.3340%,16’193.20,7.2680%
222’900,18’577.60,8.3345%,16’200.45,7.2680%
223’000,18’587.00,8.3350%,16’212.00,7.2700%
223’100,18’596.40,8.3355%,16’219.25,7.2700%
223’200,18’605.80,8.3359%,16’230.80,7.2719%
223’300,18’615.20,8.3364%,16’238.05,7.2719%
223’400,18’624.60,8.3369%,16’249.60,7.2738%
223’500,18’634.00,8.3374%,16’256.85,7.2738%
223’600,18’643.40,8.3378%,16’268.40,7.2757%
223’700,18’652.80,8.3383%,16’275.70,7.2757%
223’800,18’662.20,8.3388%,16’287.20,7.2776%
223’900,18’671.60,8.3393%,16’294.50,7.2776%
224’000,18’681.00,8.3397%,16’306.00,7.2795%
224’100,18’690.40,8.3402%,16’313.30,7.2795%
224’200,18’699.80,8.3407%,16’324.80,7.2814%
224’300,18’709.20,8.3412%,16’332.10,7.2814%
224’400,18’718.60,8.3416%,16’343.60,7.2832%
224’500,18’728.00,8.3421%,16’350.90,7.2832%
224’600,18’737.40,8.3426%,16’362.40,7.2851%
224’700,18’746.80,8.3430%,16’369.70,7.2851%
224’800,18’756.20,8.3435%,16’381.20,7.2870%
224’900,18’765.60,8.3440%,16’388.50,7.2870%
225’000,18’775.00,8.3444%,16’400.00,7.2889%
225’100,18’784.40,8.3449%,16’407.30,7.2889%
225’200,18’793.80,8.3454%,16’418.80,7.2908%
225’300,18’803.20,8.3458%,16’426.10,7.2908%
225’400,18’812.60,8.3463%,16’437.60,7.2926%
225’500,18’822.00,8.3468%,16’444.90,7.2926%
225’600,18’831.40,8.3473%,16’456.40,7.2945%
225’700,18’840.80,8.3477%,16’463.70,7.2945%
225’800,18’850.20,8.3482%,16’475.20,7.2964%
225’900,18’859.60,8.3486%,16’482.50,7.2964%
226’000,18’869.00,8.3491%,16’494.00,7.2982%
226’100,18’878.40,8.3496%,16’501.30,7.2982%
226’200,18’887.80,8.3500%,16’512.80,7.3001%
226’300,18’897.20,8.3505%,16’520.10,7.3001%
226’400,18’906.60,8.3510%,16’531.60,7.3019%
226’500,18’916.00,8.3514%,16’538.90,7.3019%
226’600,18’925.40,8.3519%,16’550.40,7.3038%
226’700,18’934.80,8.3524%,16’557.70,7.3038%
226’800,18’944.20,8.3528%,16’569.20,7.3056%
226’900,18’953.60,8.3533%,16’576.50,7.3056%
227’000,18’963.00,8.3537%,16’588.00,7.3075%
227’100,18’972.40,8.3542%,16’595.30,7.3075%
227’200,18’981.80,8.3547%,16’606.80,7.3093%
227’300,18’991.20,8.3551%,16’614.10,7.3093%
227’400,19’000.60,8.3556%,16’625.60,7.3112%
227’500,19’010.00,8.3560%,16’632.90,7.3112%
227’600,19’019.40,8.3565%,16’644.40,7.3130%
227’700,19’028.80,8.3570%,16’651.70,7.3130%
227’800,19’038.20,8.3574%,16’663.20,7.3148%
227’900,19’047.60,8.3579%,16’670.50,7.3148%
228’000,19’057.00,8.3583%,16’682.00,7.3167%
228’100,19’066.40,8.3588%,16’689.30,7.3167%
228’200,19’075.80,8.3592%,16’700.80,7.3185%
228’300,19’085.20,8.3597%,16’708.10,7.3185%
228’400,19’094.60,8.3602%,16’719.60,7.3203%
228’500,19’104.00,8.3606%,16’726.90,7.3203%
228’600,19’113.40,8.3611%,16’738.40,7.3221%
228’700,19’122.80,8.3615%,16’745.70,7.3221%
228’800,19’132.20,8.3620%,16’757.20,7.3240%
228’900,19’141.60,8.3624%,16’764.50,7.3240%
229’000,19’151.00,8.3629%,16’776.00,7.3258%
229’100,19’160.40,8.3633%,16’783.35,7.3258%
229’200,19’169.80,8.3638%,16’794.80,7.3276%
229’300,19’179.20,8.3642%,16’802.15,7.3276%
229’400,19’188.60,8.3647%,16’813.60,7.3294%
229’500,19’198.00,8.3651%,16’820.95,7.3294%
229’600,19’207.40,8.3656%,16’832.40,7.3312%
229’700,19’216.80,8.3660%,16’839.75,7.3312%
229’800,19’226.20,8.3665%,16’851.20,7.3330%
229’900,19’235.60,8.3669%,16’858.55,7.3330%
230’000,19’245.00,8.3674%,16’870.00,7.3348%
230’100,19’254.40,8.3678%,16’877.35,7.3348%
230’200,19’263.80,8.3683%,16’888.80,7.3366%
230’300,19’273.20,8.3687%,16’896.15,7.3366%
230’400,19’282.60,8.3692%,16’907.60,7.3384%
230’500,19’292.00,8.3696%,16’914.95,7.3384%
